"Landing page type","Landing page path","Online store visitors","Sessions","Sessions with cart additions","Sessions that reached checkout"
,"/_web_preview/products/brando-noir",7,7,0,0
,"/en-cn/products/jeter-varsity-suede-carolina",7,7,0,0
"Collection","/collections/final",7,7,0,0
,"/en-ch/products/clint-coated-noir",7,7,0,0
,"/en-au/products/brando-vintage",7,7,0,0
,"/en-ca/products/bond-polo-crepe-noir",7,7,0,0
,"/en-cn/collections",6,6,0,0
"Product","/products/preston-coated-toffee",6,6,0,0
,"/en-cn/products/brando-parisian-luxe-noir",6,6,0,0
,"/en-au/products/maverick-suede-cool-grey",6,6,2,1
"Product","/products/dean-skyfall",6,6,0,0
,"/en-be",6,6,0,0
"Product","/products/greyson-montpellier",6,6,0,0
,"/en-cn/collections/best-sellers",6,6,0,0
"Collection","/collections/sale-1",5,6,0,0
"Product","/products/jayden-biscotti",6,6,0,0
"Product","/products/brando-velvet-cafe",6,6,0,0
"Product","/products/maverick-noir",6,6,0,0
,"/en-cn/collections/new-arrivals-tops",6,6,0,0
,"/en-ca/products/greyson-noir-tigre",6,6,0,0
,"/en-il",6,6,0,0
,"/en-au/products/brando-velvet-asphalt",6,6,0,0
,"/en-ae/products/kobe-short-saint-germain",6,6,0,0
,"/en-ae/products/justin-sandstorm",6,6,0,0
,"/en-cn/products/brando-florentine",6,6,0,0
,"/en-ae/products/brando-twilight-needle-cord",6,6,0,0
,"/en-ca/products/brando-velvet-asphalt",6,6,0,0
,"/en-ca/collections/sale-2",3,6,0,0
,"/en-au/products/jayden-acid-noir",6,6,0,0
,"/en-cn/collections/brushed-denim",6,6,0,0
,"/en-au/products/clint-ombre-sand",6,6,0,0
,"/en-ca/collections/tops",6,6,0,0
"Product","/products/clint-noir",6,6,0,0
,"/en-ca/products/dann-turtle-neck-noir",6,6,0,0
"Collection","/collections/noah-suede-cool-grey-maverick-suede-cool-grey",6,6,0,0
,"/en-sg/collections/bottoms",6,6,0,0
,"/en-ae/products/deniro-oxford",6,6,0,0
,"/en-ch/products/greyson-coated-malachite",6,6,0,0
,"/en-ca/products/jayden-acid-noir",6,6,0,0
"Collection","/collections/stretch-linen",6,6,0,0
"Product","/products/greyson-aged-grey",6,6,0,0
,"/en-au/products/greyson-noir-tigre",6,6,0,0
,"/en-ca/products/justin-sandstorm",6,6,0,0
,"/en-au/products/greyson-destroyed-blanc",6,6,0,0
"List of Collections","/collections",6,6,0,0
,"/en-ca/products/tactical-jade",6,6,0,0
,"/en-ae/products/greyson-destroyed-blanc",6,6,0,0
,"/en-ca/products/milano-noir",6,6,0,0
"Product","/products/bond-polo-fuchsia",6,6,0,0
,"/en-ae/products/clint-light-indigo",6,6,0,0
,"/en-cn/products/eastwood-velvet-noir-1",6,6,0,0
,"/en-cn/products/brando-dune",6,6,0,0
,"/en-ae/products/jayden-acid-noir",6,6,0,0
,"/en-ca/collections/shorts-1",6,6,0,0
,"/en-au/products/clint-ombre-skyfall",6,6,0,0
,"/en-cn/collections/straight-leg",6,6,0,0
,"/en-au/products/dean-noir",6,6,0,0
"Product","/products/deniro-oxford",6,6,0,0
"Product","/products/hugh-khaki",6,6,0,0
"Product","/products/preston-verdant",6,6,0,0
,"/en-cn/collections/cargo-pant",6,6,0,0
"Product","/products/blake-noir-pony-hair",6,6,0,0
,"/en-ae/products/jagger-distressed-noho-skyfall",6,6,0,0
,"/en-cn/products/brando-french-terry-rodeo",6,6,0,0
,"/en-sg/collections/eosale",6,6,0,0
"Product","/products/brando-velvet-malachite",6,6,0,0
,"/en-au/products/brando-twilight-needle-cord",6,6,0,0
,"/en-ca/products/brando-mocha",6,6,0,0
,"/en-ca/products/greyson-destroyed-blanc",6,6,0,0
,"/en-cn/collections/skinny",6,6,0,0
,"/checkout/21851111488/cn/hWN7g6Gml1VFE2Cxi60LT7bE/en-us/shoppay",5,6,0,6
,"/en-ae/products/greyson-dk-vintage",6,6,0,0
,"/en-ca/products/greyson-velvet-noir-1",6,6,0,0
"Product","/products/eastwood-summit",6,6,0,0
,"/en-cn/products/brando-naples",6,6,0,0
"Customer Account","/account/login",6,6,0,0
"Product","/products/brando-pebble",6,6,0,1
,"/en-cn/collections/all-products",5,5,0,0
,"/checkout/21851111488/cn/hWNBGJGUCQmtPr0VDSfdZIGY/en-us/shoppay",1,5,0,5
"Product","/products/maverick-suede-olive",5,5,0,0
,"/en-gb/pages/about-us",5,5,1,0
,"/en-kr/products/ryder-sequin-noir",1,5,1,1
,"/en-cn/collections/slim",5,5,0,0
"Product","/products/hugh-navy",5,5,0,0
,"/en-au/products/greyson-velvet-noir-1",5,5,0,0
,"/en-cn/products/dann-shirt-blanc",5,5,0,0
,"/en-ca/products/bond-shirt-leather-noir",5,5,0,0
,"/en-gb/collections/new-arrivals-1",5,5,0,0
,"/en-ch/products/greyson-noir-tigre",5,5,0,0
,"/en-in/products/maverick-silk-steel-blue",5,5,0,0
,"/_web_preview/products/jalen-vintage-leopard",5,5,0,0
"Product","/products/flynn-san-vicente",5,5,0,0
,"/en-au/products/dean-jacket-vin-wax-coated",5,5,0,0
"Product","/products/brando-mocha",5,5,0,0
,"/en-in/products/jeter-varsity-suede-carolina",3,5,1,0
"Product","/products/brando-stone",5,5,0,0
"Product","/products/greyson-antique-silver",5,5,0,0
,"/en-ca/products/kobe-short-saint-germain",5,5,0,0
,"/en-cn/collections/ready-to-wear",5,5,0,0
,"/en-cn/products/eastwood-tartan",5,5,0,0
,"/en-cn/products/brando-indigo-1",5,5,0,0
,"/en-in/products/deniro-ink",4,5,1,0
,"/en-in/pages/sizing-chart",5,5,0,0
,"/en-cn/collections/knits",5,5,0,0
"Product","/products/greyson-noir-leopard",5,5,0,0
,"/en-cn/products/cruise-blanc",5,5,0,0
,"/en-gb/collections/core",2,5,0,0
"Checkout","/checkouts/cn/hWN9Y0TtoVPfvrMM8idjYUVe/en-us",5,5,0,5
,"/en-it/collections/eligible-2",5,5,0,0
"Product","/products/trooper-army",5,5,0,0
"Checkout","/orders/8651a2f01307dd1bf1f6a7230b6a8d36",1,5,0,0
,"/en-ch/products/greyson-dubai",5,5,0,0
,"/en-cn/products/eastwood-smokescreen",5,5,0,0
"Product","/products/walker-noir",5,5,0,0
,"/products_preview",2,5,0,0
"Product","/products/preston-vintage-wax-coated-espresso",5,5,0,0
,"/en-au/products/eastwood-tartan",4,5,0,0
"Blog Index","/blogs/news",5,5,0,0
,"/en-jp/products/ryder-sequin-noir",1,5,0,0
,"/en-cn/products/brando-cote-divoir",5,5,0,0
,"/en-au/products/greyson-dubai",5,5,0,0
"Product","/products/greyson-venice",5,5,0,0
,"/en-gb/collections/eligible-2",5,5,0,0
"Collection","/collections/jackets/jacket",5,5,0,0
"Product","/products/brando-parisian-luxe-mocha",5,5,0,0
,"/en-sg/collections/tops",5,5,0,0
"Product","/products/cruise-neon-orange",5,5,0,0
,"/en-cn/collections/velvet",5,5,0,0
,"/en-cn/products/greyson-noir",5,5,0,0
,"/en-ch/products/brando-mocha",5,5,0,0
"Product","/products/dann-twilight",5,5,0,0
,"/en-cn/products/cruise-noir",5,5,0,0
,"/en-cn/products/dean-neddle-cord-noir-sherpa",5,5,0,0
,"/en-au/collections/shirts",4,5,1,1
,"/en-ca/collections/fall-winter",5,5,1,1
,"/en-in/collections/denim",5,5,0,0
,"/ja-jp/collections/sale-2",4,5,0,0
,"/en-in/products/west-coated-noir",5,5,3,0
,"/en-ae/products/dean-jacket-sandstorm",5,5,0,0
,"/en-au/products/greyson-dark-vintage",5,5,0,0
,"/en-cn/products/tactical-needle-cord-noir",5,5,0,0
,"/en-cn/products/noah-suede-noir",5,5,0,0
,"/en-ca/products/eastwood-velvet-noir-1",5,5,0,0
,"/en-cn/products/brando-parisian-luxe-khaki",5,5,0,0
,"/en-de/products/greyson-tinted-indigo-1",4,4,0,0
,"/en-cn/products/brando-belmar",4,4,0,0
"Product","/products/jagger-distressed-noho-skyfall",4,4,0,0
,"/en-ca/collections/denim",4,4,1,1
,"/en-cn/products/brando-needle-cord-plum",4,4,0,0
"Custom Page","/pages/shipping-information",4,4,0,0
"Product","/products/bWF2ZXJpY2",4,4,0,0
"Product","/products/greyson-distressed-light-grey",4,4,0,0
"Product","/products/greyson-neon-fuschia",4,4,0,1
,"/en-cn/products/bond-shirt-light-grey",4,4,0,0
,"/en-de/collections/brando-slim-fit",4,4,0,0
,"/en-cn/products/greyson-tinted-indigo-1",4,4,0,0
,"/_web_preview/pages/sizing-chart",4,4,0,0
,"/en-in/collections/eosale",1,4,0,0
,"/en-es/collections/eligible-2",4,4,0,0
,"/en-cn/products/wayne-needle-cord-noir",4,4,0,0
,"/en-cn/products/dean-acid-blue",4,4,0,0
"Product","/products/brando-parisian-luxe-lagoon",4,4,0,0
"Custom Page","/pages/exchanges-and-returns",4,4,0,0
,"/en-in/products/dann-shirt-noir",4,4,1,0
"Custom Page","/pages/nosto",4,4,0,0
,"/en-cn/products/%7B%7B%20root_url%20%7D%7D/products/%7B%7B%20product.handle%20%7D%7D",4,4,0,0
,"/en-cn/collections/bootcut",4,4,0,0
,"/en-ca/products/eastwood-smokescreen",1,4,1,1
"Product","/products/greyson-velvet-tortoise",4,4,0,0
,"/en-cn/collections/all",4,4,0,0
,"/en-ca/products/tactical-mocha",4,4,0,0
,"/en-ca/products/dean-jacket-vin-wax-coated",4,4,0,0
,"/en-no/products/brando-velvet-noir-1",4,4,0,0
"Product","/products/cnlkZXItc2",4,4,0,0
,"/en-tw/products/pierce-terry-noir",4,4,0,0
,"/en-cn/collections/pierce-long",4,4,0,0
,"/en-cn/products/bond-short-light-grey",4,4,0,0
,"/en-ch/products/greyson-dk-vintage",4,4,0,0
,"/en-cn/products/greyson-coated-noir",4,4,0,0
"Product","/products/dean-jacket-velvet-noir",4,4,0,0
,"/en-in/collections/all-styles",4,4,1,0
"Checkout","/orders/6dcfb895340d42d7973d6801ff34a938",1,4,0,0
,"/en-nl/products/greyson-toulouse",4,4,0,0
"Product","/products/dann-relaxed-t-noir",4,4,0,0
,"/en-au/products/dann-turtle-neck-noir",4,4,0,0
,"/en-cn/products/dean-vintage-carbon",4,4,0,0
,"/en-cn/products/brando-tobacco",4,4,0,0
,"/en-sg/products/caine-lincoln",4,4,0,0
,"/checkout/21851111488/cn/hWN7M1D53k2TvN4bbTThlpFy/en-us/shoppay",3,4,0,4
,"/en-in/collections/shirts",4,4,1,0
,"/en-hr/collections/brando-slim-fit",4,4,0,0
,"/en-de/collections/best-sellers",2,4,0,0
"Collection","/collections/mvla",4,4,0,0
,"/en-ca/products/jeter-varsity-suede-carolina",3,4,1,0
,"/en-sg/products/bond-shirt-beverly-hills",4,4,0,0
"Product","/products/dann-luxe-gris",4,4,0,0
,"/en-ch/products/dann-relaxed-t-velvet-noir",4,4,0,0
,"/en-ca/products/maverick-suede-cool-grey",3,4,0,0
,"/en-ca/products/preston-coated-noir",4,4,0,0
,"/fr-fr/collections/all-styles",4,4,0,0
,"/en-ch/products/preston-noir",4,4,0,0
,"/en-jp/collections/deniro-slim-straight-fit",4,4,0,0
,"/en-cn/pages/avada-sitemap-collections",4,4,0,0
,"/en-gb/collections/denim",4,4,0,0
"Product","/products/dean-jacket-velvet-bleu",4,4,0,0
"Custom Page","/pages/size-guide",4,4,0,0
,"/en-cn/products/bond-short-le-club",4,4,0,0
,"/en-sg/pages/sizing-chart",4,4,0,0
,"/en-au/products/brando-linen-blanc",4,4,0,0
"Product","/products/deniro-asphalt",4,4,0,1
,"/en-cn/collections/deniro",4,4,0,0
,"/en-jp/products/brando-short-vintage-blanc",4,4,0,0
,"/en-de/products/jeter-varsity-suede-carolina",2,4,0,0
"Checkout","/checkouts/cn/hWN7CMRRhsM95luxketwVwcU/en-ca",4,4,0,3
"Product","/products/blake-suede-noir",4,4,0,0
,"/pages",3,4,0,0
,"/en-cn/products/eastwood-needle-cord-noir",4,4,0,0
,"/en-mx/pages/govx-id-military-discount",4,4,0,0
,"/about",4,4,0,0
"Custom Page","/pages/gdpr-privacy-policy",4,4,0,0
,"/en-mx/products/cruise-noir",4,4,0,0
,"/checkout/21851111488/cn/hWN9HxplUB7Y6lKYxuRe7XL6/en-us/shoppay",2,4,0,4
,"/en-sg/collections/stretch-denim-1",4,4,0,0
,"/en-in/collections/all-products",4,4,0,0
,"/en-ch/products/maverick-rodeo-drive",4,4,0,0
,"/en-cn/collections/all-styles",4,4,0,0
,"/en-ca/collections/brando-slim-fit",3,4,0,0
,"/en-gb/products/greyson-coated-noir",4,4,0,0
,"/en-ch/products/brando-linen-blanc",4,4,0,0
"Collection","/collections/jeans",3,4,0,0
"Product","/products/dann-carbon",4,4,0,0
,"/en-cn/products/deniro-teak",4,4,0,0
"Checkout","/orders/80208abbe841886755572f943cf78836",1,4,0,0
,"/en-ae/products/clint-ombre-skyfall",4,4,0,0
,"/en-mx/collections/greyson-skinny-fit",4,4,0,0
,"/en-at",4,4,0,0
"Checkout","/checkouts/cn/hWN8dg80lEWYqzKSomEtFfoG/en-us",3,3,0,2
,"/en-tw/products/brando-short-vintage-blanc",3,3,0,0
"Checkout","/orders/866c324c3e814e548bf685cf698b233d",1,3,0,0
,"/en-cn/products/pierce-ls-noir",3,3,0,0
,"/en-ca/products/deniro-vintage-blanc",3,3,0,0
,"/en-ae/collections/bootcut",3,3,0,0
"Checkout","/checkouts/cn/hWN7rw8p5TVoPMb9nLC68FYm/en-us",3,3,0,3
,"/en-ch/products/bond-polo-crepe-noir",3,3,0,0
,"/en-cn/products/free-unlimited-return-valid-in-us",3,3,0,0
,"/en-at/collections/cargo-pant",3,3,0,0
,"/en-sg/products/preston-coated-noir",3,3,0,0
,"/en-ch/products/milano-noir",3,3,0,0
,"/en-cn/collections/snowball-influencer-selection",3,3,0,0
"Custom Page","/pages/test-lom-b2b2c-integration",3,3,0,0
,"/en-au/products/deniro-oxford",3,3,0,0
,"/en-tw/collections/jackets",3,3,0,0
,"/en-mx/products/greyson-sorento",3,3,0,0
,"/news",3,3,0,0
"Product","/products/preston-coated-verdant",3,3,0,0
,"/en-jp/collections/brando-slim-fit",3,3,0,0
,"/en-ae/products/brando-vintage",3,3,0,0
,"/en-jp/products/pierce-terry-noir",3,3,0,0
"Product","/products/dann-teak",3,3,0,0
"Checkout","/checkouts/cn/hWNAPjxBVwK7vt93SL4DbSTb/en-pl",1,3,1,3
,"/en-sg/collections/snowball-influencer-selection",3,3,0,0
"Product","/products/dann-oxblood",3,3,0,0
,"/checkout/21851111488/cn/hWNA5DDicCks132X4FKHRg7m/en-us/shoppay",3,3,0,3
,"/en-ca/products/dean-khaki",3,3,0,0
,"/en-ch/products/dean-jacket-sandstorm",3,3,0,0
,"/en-sg/products/eastwood-suede-vintage-blanc",3,3,0,0
,"/en-ae/products/brando-mocha",3,3,0,0
,"/en-au/products/brando-linen-noir",3,3,0,0
"Product","/products/dann-vintage-stripe",3,3,0,0
,"/es-es/products/brando-blanc",3,3,0,0
"Checkout","/checkouts/cn/hWN7bVNjqnu1pDZEr5wPaURM/en-us",3,3,0,3
,"/en-ae/products/greyson-velvet-teak",3,3,0,0
"Product","/products/greyson-nile",3,3,0,0
,"/en-cn/collections/archived",3,3,0,0
,"/checkout/21851111488/cn/hWN7JMzFs14trmifzIWt9Y1K/en-us/shoppay",3,3,0,3
,"/en-gb/products/pierce-terry-noir",3,3,0,0
,"/en-au/products/brando-mocha",3,3,0,0
,"/en-au/products/brando-linen-aberdeen",3,3,0,0
,"/en-ae/products/preston-blanc",3,3,0,0
,"/en-au/products/dann-relaxed-t-blanc",3,3,0,0
,"/en-cn/collections/parisian-luxe",3,3,0,0
,"/en-gb/collections/brando-slim-fit",3,3,0,0
,"/en-au/products/greyson-coated-noir",3,3,0,0
,"/en-cn/products/dann-long-slv-vintage-blanc",3,3,0,0
"Product","/products/deniro-noir",3,3,0,0
,"/en-au/products/jagger-distressed-noho-skyfall",3,3,0,0
"Checkout","/checkouts/cn/hWN8HR7gx9HQjftikwYw0aAi/en-us",3,3,0,3
,"/_web_preview/pages/govx-id-military-discount",3,3,0,0
"Checkout","/checkouts/cn/hWN8p4G22UcUEDBWIU9GNMzy/en-us",3,3,0,3
,"/en-ca/products/clint-ombre-skyfall",3,3,0,0
,"/en-ae/products/dean-jacket-velvet-noir",3,3,0,0
,"/en-ca/products/mfvla1-bleached-indigo",3,3,0,0
"Product","/products/greyson-florence",3,3,0,0
,"/en-de/collections/new-arrivals-1",2,3,0,0
"Product","/products/brando-velvet-burgundy",3,3,0,0
,"/en-sg/pages/about-us",3,3,0,0
,"/ja-jp/collections/jackets",3,3,0,0
,"/en-ca/products/brando-noir",3,3,0,0
,"/en-ch/products/greyson-dark-vintage",3,3,0,0
,"/en-ca/pages/shipping-returns",3,3,0,0
,"/es-es/collections/new-arrivals-tops",3,3,0,0
,"/en-sg/products/eastwood-tartan",3,3,0,0
,"/en-cn/pages/ccpa-privacy-policy",3,3,0,0
,"/en-ch/products/brando-cote-divoir",3,3,0,0
,"/en-ca/products/deniro-ink",3,3,0,0
"Product","/products/ZGVhbi12aW",3,3,0,0
"Collection","/collections/noir",3,3,0,0
,"/en-nl/collections/eoysale",3,3,0,0
,"/es-mx/collections/eoysale",3,3,0,0
"Collection","/collections/maverick",3,3,0,0
,"/en-ca/products/dann-navy-stripe",3,3,0,0
,"/en-ae/products/brando-linen-noir",3,3,0,0
,"/en-il/products/pierce-terry-light-grey",3,3,0,0
,"/en-ae/products/greyson-coated-malachite",3,3,0,0
"Product","/products/cruise-olivine",3,3,0,0
,"/ja-jp/products/greyson-noir",3,3,0,0
,"/en-ca/pages/govx-id-military-discount",3,3,0,0
,"/en-mx/products/dean-patent-noir",3,3,0,0
,"/en-ch/products/eastwood-suede-steel-blue",2,3,0,0
,"/en-ie/products/maverick-silk-steel-blue",3,3,0,0
,"/en-ca/products/brando-twilight-needle-cord",3,3,0,0
,"/en-ca/products/clint-ombre-sand",3,3,0,0
,"/en-ca/products/maverick-rodeo-drive",3,3,0,0
,"/en-in/products/preston-coated-noir",3,3,0,0
,"/en-ca/products/brando-parisian-luxe-navy",1,3,0,0
,"/en-sg/pages/govx-id-military-discount",3,3,0,0
,"/en-cn/collections/brando-slim-fit",3,3,0,0
,"/en-in/products/maverick-suede-olive",3,3,0,0
,"/en-cn/collections/dann-long",3,3,0,0
,"/en-jp/collections/eligible-2",3,3,0,0
,"/en-au/products/brando-aged-indigo",3,3,0,0
,"/en-kr/collections/t-shirts",3,3,0,0
"Checkout","/orders/da42ce18ee947c22e072fe65ff68cee6",2,3,0,0
,"/en-in/products/dean-patent-noir",3,3,0,0
,"/en-in/policies/shipping-policy",3,3,0,0
,"/en-cn/pages/lgpd-privacy-policy",3,3,0,0
,"/en-fr/collections/t-shirts",3,3,0,0
,"/en-cn/products/pierce-blanc",3,3,0,0
,"/en-cn/collections/sale-bottoms",3,3,0,0
"Product","/products/dann-relaxed-vintage-blanc",3,3,0,0
,"/en-au/products/brando-noir-needle-cord",3,3,0,0
"Collection","/collections/name-your-price",3,3,0,0
,"/en-es/collections/cargo-pant",3,3,0,0
,"/en-gb/products/pierce-noir-1",3,3,0,0
"Product","/products/dann-relaxed-le-club",3,3,0,0
"Product","/products/clint-shadow",3,3,0,0
,"/en-dk/products/brando-tinted-indigo",3,3,0,0
,"/es-es/products/brando-noir",2,3,0,0
,"/en-ae/products/dann-navy-stripe",3,3,0,0
,"/en-be/products/bond-shirt-le-club",3,3,0,0
,"/en-se/collections/new-arrivals-tops",3,3,0,0
"Checkout","/orders/1b965e544d929505e3653625ed019e72",1,3,0,0
,"/en-ae/products/greyson-velvet-noir-1",3,3,0,0
,"/en-gb/products/eastwood-smokescreen",3,3,0,0
,"/en-ae/products/tactical-jade",3,3,0,0
,"/en-ae/products/mfvla1-bleached-indigo",3,3,0,0
,"/en-be/pages/govx-id-military-discount",3,3,0,0
,"/en-cn/pages/avada-sitemap-blogs",3,3,0,0
"Collection","/collections/distressed-1",3,3,0,0
,"/en-cn/products/lenny-wilshire",3,3,0,0
,"/en-ca/products/brando-carbon",3,3,0,0
,"/en-ch/products/bond-short-leather-noir",3,3,0,0
"Checkout","/orders/3b5339868db05618e3bf0a027061f2c9",2,3,0,0
,"/en-sg/products/brando-needle-cord-plum",3,3,0,0
,"/en-ae/products/brando-linen-aberdeen",3,3,0,0
,"/en-ch/products/deniro-oxford",3,3,0,0
,"/en-cn/collections/butter-suede",3,3,0,0
,"/en-gb/products/eastwood-noir-suede",3,3,0,0
,"/en-ae/products/greyson-dark-vintage",3,3,0,0
,"/en-ae/products/bond-shirt-leather-noir",3,3,0,0
,"/en-ca/products/maverick-silk-steel-blue",3,3,0,0
,"/en-de/products/greyson-noir",2,3,0,0
"Product","/products/travis-blanc",3,3,0,0
,"/en-sg/products/brando-short-mineral-green",3,3,0,0
"Product","/products/ford-velvet-leopard-noir",3,3,0,0
,"/checkout/21851111488/cn/hWNAsnuWFO782J3l3Ya095qU/en-us/shoppay",1,3,0,3
,"/en-es/collections/butter-suede",3,3,0,0
,"/en-ca/collections/bootcut",3,3,0,0
,"/en-ae/products/dean-blanc-leather",3,3,0,0
,"/en-ch/products/tactical-jade",3,3,0,0
,"/en-au/products/justin-sandstorm",3,3,0,0
"Custom Page","/pages/customer-care%20OR%20https:/www.monfrerefashion.com/pages/faq",3,3,0,0
,"/en-ca/collections/bottoms",3,3,0,0
,"/en-ae/products/dean-jacket-vin-wax-coated",3,3,0,0
,"/ja-jp/collections/greyson-skinny-fit",3,3,0,0
"Product","/products/clint-vintage-coated-noir",3,3,0,0
,"/en-ca/products/dean-acid-blue",3,3,0,0
,"/en-cn/products/brando-vintage-blanc",3,3,0,0
,"/en-ca/products/brando-linen-noir",3,3,0,0
,"/en-nl/collections/t-shirts",3,3,0,0
,"/en-ca/products/deniro-oxford",3,3,0,0
,"/en-ca/products/brando-blanc",3,3,0,0
,"/en-dk/products/dean-jacket-coated-noir",3,3,0,0
,"/en-ae/collections/bond-short",3,3,0,0
,"/en-au/products/eastwood-velvet-noir-1",3,3,0,0
"Custom Page","/pages/SUBMIT_KLAVIYO(M7jVsT)",3,3,0,1
,"/en-cn/products/brando-toulouse-1",3,3,0,0
,"/en-cn/collections/fps",3,3,0,0
,"/en-ca/products/greyson-ash",3,3,0,0
,"/en-au/products/kobe-short-saint-germain",3,3,0,0
"Product","/products/owen-leather-noir",3,3,0,0
"Product","/products/greyson-velvet-merlot",3,3,0,0
"Product","/products/greyson-tinted-indigo",3,3,0,0
,"/en-cn/products/brando-linen-jade",3,3,0,0
,"/en-ae/products/brando-velvet-asphalt",3,3,0,0
,"/admin",3,3,0,0
,"/en-ca/products/deniro-linen-mint",3,3,0,0
,"/en-cn/collections/eligible-2",3,3,0,0
,"/en-ca/collections/best-sellers",3,3,0,0
,"/en-il/collections/eligible-2",3,3,0,0
,"/en-gb/collections/jackets",3,3,0,0
,"/en-cn/pages/gdpr-privacy-policy",3,3,0,0
,"/en-de/collections/all-products",2,3,0,0
,"/en-sg/pages/privacy-policy",3,3,0,0
,"/en-sg/products/travis-blanc",3,3,0,0
"Collection","/collections/clint-denim",3,3,0,0
"Product","/products/travis-noir-1",3,3,0,0
,"/en-ca/products/justin-noir",3,3,0,0
"Checkout","/gift_cards/21851111488/d6bf76cbbf91d08b8a23b1d92366ff83",3,3,0,0
,"/checkout/21851111488/cn/hWNB6Ai5f2epVfwFtAnp53XG/en-us/shoppay",1,3,0,3
,"/en-se/products/maverick-suede-cool-grey",3,3,0,0
,"/en-sg/collections/new-arrivals-1",3,3,0,0
,"/en-il/products/walker-noir",3,3,0,0
"Custom Page","/pages/press",3,3,0,0
"Checkout","/orders/7d038d53cc611b8a04505c634cc6d445",1,3,0,0
,"/en-ca/products/greyson-coated-noir",3,3,0,0
"Product","/products/greyson-noir-leather-1",3,3,0,0
"Product","/products/eastwood-khaki",3,3,0,0
"Checkout","/checkouts/cn/hWN7M1D53k2TvN4bbTThlpFy/en-us",1,3,0,3
,"/en-au/products/maverick-rodeo-drive",3,3,0,0
"Product","/products/cruise-distressed-vigo",3,3,0,0
,"/en-au/products/deniro-vintage-blanc",3,3,0,0
,"/en-nl/products/maverick-suede-cool-grey",1,3,0,0
,"/en-ca/products/eastwood-needle-cord-noir",3,3,0,0
,"/checkout/21851111488/cn/hWN7PHbT96A2Z9Dm4JfPo2xG/en-us/shoppay",1,3,0,3
,"/en-cn/products/pierce-terry-noir",3,3,0,0
,"/en-mc/products/deniro-asphalt",3,3,0,0
,"/en-ch/products/dann-turtle-neck-noir",3,3,0,0
,"/en-au/products/tactical-jade",3,3,0,0
,"/en-cn/pages/subscribe",3,3,0,0
,"/en-au/products/bond-polo-crepe-noir",3,3,0,0
,"/en-sg/pages/lgpd-privacy-policy",3,3,0,0
,"/en-nl/products/maverick-suede-olive",3,3,0,0
,"/en-ca/products/brando-short-vintage-blanc",3,3,0,0
,"/en-ca/products/bond-short-leather-noir",3,3,0,0
"Product","/products/brando-light-indigo",3,3,0,0
,"/en-ae/products/greyson-noir-tigre",3,3,0,0
"Product","/products/kobe-short-distressed-soho-light-vintage",3,3,0,0
,"/en-cn/products/deniro-ink",3,3,0,0
"Checkout","/orders/1751460ce522098a68b218125d9c43e6",1,3,0,0
"Product","/products/dann-long-sleeve-blanc",3,3,0,0
,"/en-gb/pages/stockists",3,3,0,0
,"/en-hk/products/dann-relaxed-vintage-blanc",3,3,0,0
"Product","/products/brando-parisian-luxe-moon-rock",3,3,0,0
,"/en-sg/pages/gdpr-privacy-policy",2,2,0,0
,"/en-cn/products/pierce-ls-light-grey",2,2,0,0
,"/en-sg/pages/subscribe-1",2,2,0,0
,"/en-sg/collections/new-arrivals-tops",2,2,0,0
,"/en-sg/collections/parisian-luxe",2,2,0,0
,"/en-sg/products/caine-vintage-plum",2,2,0,0
,"/en-ca/products/hendrix-calabasas",2,2,0,0
"Product","/products/justin-noir",2,2,0,0
,"/en-mx/products/travis-light-grey",2,2,0,0
,"/fr-fr/products/deniro-noir",2,2,0,0
"Checkout","/orders/936c5c56853572ba9d92e8e5bb586e7c",2,2,0,0
,"/en-mx/products/maverick-suede-cool-grey",1,2,0,0
"Checkout","/orders/0b4e8dd032452d33de77534c4f787cce",1,2,1,0
,"/en-gb/products/deniro-noir",2,2,0,0
,"/en-ch/products/dann-navy-stripe",2,2,0,0
,"/ja-jp/products/eastwood-noir-suede",2,2,0,0
,"/checkout/21851111488/cn/hWN7h1MrFiV2K8HdePh335Sq/en-us/shoppay",2,2,2,2
"Product","/products/greyson-soho-noir",2,2,0,0
,"/en-sg/pages/avada-sitemap-articles",2,2,0,0
"Checkout","/orders/790fa59675f1f68d1649815bd1861366",2,2,0,0
,"/en-ch/collections/tops",1,2,0,0
,"/en-sg/products/brando-parisian-luxe-army",2,2,0,0
,"/en-de/products/brando-blanc",1,2,0,0
,"/en-sg/products/pierce-noir-1",2,2,0,0
"Checkout","/checkouts/cn/hWN7cMMBVpgslEloxBtiX6O2/en-us",1,2,0,2
,"/en-ch/products/greyson-destroyed-blanc",2,2,0,0
,"/en-sg/collections/fall-winter",2,2,0,0
,"/en-mx/products/hendrix-calabasas",2,2,0,0
,"/en-sg/products/deniro-ink",2,2,0,0
,"/en-gb/products/brando-noir",2,2,0,0
,"/en-il/collections/new-arrivals-1",2,2,0,0
,"/en-au/products/cruise-coral",2,2,0,0
,"/en-lb/products/brando-tinted-indigo",2,2,0,0
,"/en-hk/pages/contact-us",2,2,0,0
,"/he-il/collections/viscose",2,2,0,0
,"/en-hk/products/pierce-terry-noir",2,2,0,0
,"/en-cn/collections/greyson-skinny-fit",2,2,0,0
,"/en-ch/collections/new-arrivals-tops",1,2,0,0
,"/en-sg/pages/meetmonfrere-copy-copy",2,2,0,0
