# ----------------------------------------
# User acquisition: First user primary channel group (Default Channel Group)
# Account: MONFRERE
# Property: MONFRERE
# ----------------------------------------
# 
# All Users
# Start date: 20240101
# End date: 20241231
First user primary channel group (Default Channel Group),Week,Total users,New users,Returning users,Average engagement time per active user,Engaged sessions per active user,Event count,Key events,User key event rate
Email,09,139,81,74,122.78030303030303,1.371212121212121,3443,6,0.03787878787878788
Paid Search,08,138,120,34,88.83582089552239,1.1940298507462686,2882,3,0.014925373134328358
Email,29,136,90,41,73,1.25,2840,5,0.03676470588235294
Paid Search,02,134,95,53,143.4251968503937,1.125984251968504,4169,2,0.007874015748031496
Cross-network,41,130,122,17,34.42307692307692,1.0769230769230769,2241,3,0.023076923076923078
Organic Search,53,129,100,32,116.82945736434108,1.1395348837209303,5779,8,0.06201550387596899
SMS,19,120,52,32,103.925,1.4833333333333334,5483,8,0.06666666666666667
Paid Social,38,111,86,27,19.873873873873872,1.1081081081081081,1794,0,0
Paid Search,53,110,94,25,108.23853211009174,1.201834862385321,4217,2,0.01834862385321101
Cross-network,47,107,100,13,61.90654205607477,1.1401869158878504,2813,2,0.018691588785046728
SMS,45,106,90,44,109.34905660377359,1.7264150943396226,4713,3,0.02830188679245283
SMS,46,105,63,57,81.47619047619048,1.4761904761904763,3973,2,0.01904761904761905
Email,39,98,56,35,125.62886597938144,1.2061855670103092,4467,9,0.05154639175257732
Paid Social,37,95,73,27,19.638297872340427,1.148936170212766,1399,0,0
Unassigned,26,95,30,35,70.74736842105263,1.0736842105263158,3075,4,0.042105263157894736
Paid Search,05,94,64,33,106.77272727272727,1.1363636363636365,2286,5,0.056818181818181816
Paid Social,39,93,61,35,11.195652173913043,1.076086956521739,1352,0,0
Paid Search,47,92,81,22,146.77173913043478,1.2065217391304348,4971,3,0.03260869565217391
Email,24,79,14,45,46.063291139240505,1.6075949367088607,1900,0,0
Email,41,79,58,21,72.59493670886076,1.1012658227848102,2100,2,0.02531645569620253
SMS,18,66,18,36,117.81818181818181,2.106060606060606,2888,6,0.07575757575757576
SMS,35,65,53,16,87.26153846153846,1.2,2232,3,0.046153846153846156
Cross-network,18,63,2,43,148.45762711864407,2.2203389830508473,3502,0,0
Paid Search,41,61,55,5,53.91803278688525,1.0327868852459017,1508,4,0.06557377049180328
Referral,10,61,54,3,101.37704918032787,0.3442622950819672,507,0,0
Email,53,60,23,36,41.233333333333334,1.1833333333333333,1157,1,0.016666666666666666
Unassigned,38,57,54,10,41.19298245614035,1.1403508771929824,958,0,0
Paid Search,20,55,17,16,32.472727272727276,1.1636363636363636,788,1,0.01818181818181818
Paid Social,33,54,1,46,66.91489361702128,1.2340425531914894,1016,0,0
SMS,36,54,39,24,83.77777777777777,1.3703703703703705,1972,2,0.018518518518518517
Email,38,53,26,25,87.48076923076923,1.6538461538461537,1935,5,0.057692307692307696
Paid Other,05,53,47,6,41.56,0.9,649,0,0
Paid Social,36,52,32,23,28.07843137254902,1.2352941176470589,668,0,0
SMS,25,52,12,18,68.9423076923077,1.4807692307692308,1571,1,0.019230769230769232
SMS,42,52,46,16,60.42307692307692,1.3269230769230769,1337,0,0
Cross-network,35,51,25,25,35.411764705882355,1.3137254901960784,1094,3,0.0392156862745098
Paid Social,40,51,25,22,22.8125,1.2083333333333333,900,0,0
SMS,26,48,11,18,76.95833333333333,1.3333333333333333,1241,1,0.020833333333333332
SMS,52,48,42,8,35,1,661,0,0
Referral,18,47,27,14,87.80851063829788,1.3191489361702127,1618,0,0
Paid Other,04,45,44,7,92.02272727272727,1.0454545454545454,805,0,0
Cross-network,19,43,4,26,115.16279069767442,2.372093023255814,2586,3,0.06976744186046512
Paid Search,18,43,0,38,206.8095238095238,1.7619047619047619,2691,1,0.023809523809523808
Paid Social,28,41,0,12,5.057142857142857,1.0285714285714285,344,0,0
Email,40,40,18,25,126.575,1.45,1536,4,0.05
Paid Social,35,40,5,32,58.5945945945946,1.3783783783783783,644,0,0
Paid Social,32,39,2,30,47.67741935483871,1.2580645161290323,565,1,0
Paid Social,30,38,0,37,74.35135135135135,1.162162162162162,777,0,0
Cross-network,14,37,3,26,137.24324324324326,1.5405405405405406,1850,2,0.05405405405405406
Paid Search,31,37,28,10,108.72972972972973,1.054054054054054,680,0,0
Referral,05,36,33,5,32.22222222222222,0.6944444444444444,342,0,0
Paid Social,47,34,1,31,109.48387096774194,1.5161290322580645,1161,1,0
Referral,19,34,19,9,78.6470588235294,1.0588235294117647,704,2,0.058823529411764705
Paid Search,19,33,0,28,122.75757575757575,1.5757575757575757,1756,0,0
Paid Search,28,33,1,19,57.81818181818182,1.9090909090909092,948,0,0
Paid Social,31,33,2,24,102.28,1.16,675,1,0.04
Referral,23,33,26,5,18.575757575757574,0.8484848484848485,402,1,0.030303030303030304
Referral,25,33,13,12,71.96969696969697,1.8181818181818181,877,0,0
Paid Search,14,32,0,26,65.41379310344827,1.5862068965517242,632,0,0
SMS,06,32,30,11,66.45161290322581,1.064516129032258,629,0,0
SMS,31,31,29,7,55.03225806451613,1.1290322580645162,587,1,0.03225806451612903
Cross-network,06,30,14,13,312.2962962962963,1.8518518518518519,1268,0,0
Paid Social,21,30,4,20,40.3,1.5333333333333334,729,0,0
Referral,26,30,16,7,26.466666666666665,1.3,457,0,0
Unassigned,28,30,16,4,34.266666666666666,1.3,690,1,0.03333333333333333
Cross-network,28,29,2,16,18.25,1.2142857142857142,410,0,0
Paid Other,06,29,26,3,66.17241379310344,0.896551724137931,420,0,0
Paid Social,48,29,3,24,44.74074074074074,1.4444444444444444,624,0,0
Referral,11,29,16,1,41.6551724137931,1.0689655172413792,483,0,0
Unassigned,42,29,27,2,34.13793103448276,1.0689655172413792,444,0,0
Referral,12,28,15,2,20.607142857142858,1.0714285714285714,328,0,0
SMS,13,28,11,15,58.74074074074074,1.962962962962963,908,0,0
Unassigned,44,28,25,4,29.321428571428573,1.0714285714285714,403,0,0
Organic Shopping,47,27,16,7,87.14814814814815,1.037037037037037,1051,4,0.14814814814814814
Referral,17,27,11,6,62.25925925925926,1.2962962962962963,776,0,0
SMS,41,27,24,4,37.74074074074074,1.1111111111111112,492,0,0
SMS,11,26,10,14,76.46153846153847,2.1923076923076925,610,2,0.07692307692307693
SMS,12,26,13,11,21.73076923076923,1.7307692307692308,372,1,0.038461538461538464
SMS,15,26,9,14,217.26923076923077,2.269230769230769,2121,7,0.2692307692307692
SMS,27,26,1,12,76.1923076923077,1.3846153846153846,472,1,0.038461538461538464
Paid Social,34,25,2,23,65.96,1.24,653,0,0
SMS,23,25,6,12,36.48,1.72,577,2,0.04
Referral,04,24,22,5,59.91304347826087,1.2173913043478262,489,1,0.043478260869565216
Referral,20,24,17,3,29.291666666666668,0.625,264,1,0.041666666666666664
Referral,24,24,18,1,8.333333333333334,0.5833333333333334,228,0,0
Referral,51,24,21,3,54.625,0.9583333333333334,642,1,0.041666666666666664
SMS,16,24,13,4,86.1304347826087,2.3043478260869565,784,1,0.043478260869565216
Cross-network,36,23,2,21,41.608695652173914,1.3043478260869565,449,0,0
Referral,02,23,21,6,46.43478260869565,0.9565217391304348,385,0,0
Unassigned,39,23,19,6,55.130434782608695,1.5217391304347827,660,1,0.043478260869565216
Unassigned,41,23,18,4,34.869565217391305,1.1304347826086956,455,3,0.043478260869565216
Unassigned,49,23,18,4,69.65217391304348,1.173913043478261,774,0,0
Paid Social,29,22,1,6,8.866666666666667,1,174,0,0
Referral,15,22,10,8,98.77272727272727,1.2727272727272727,777,2,0.09090909090909091
Referral,42,22,20,3,56.86363636363637,1.0454545454545454,380,1,0.045454545454545456
Referral,52,22,21,3,24.681818181818183,1.0909090909090908,359,0,0
Unassigned,27,22,2,11,57.04545454545455,2.090909090909091,675,1,0.045454545454545456
Unassigned,37,22,22,1,34.27272727272727,1.0454545454545454,367,0,0
Cross-network,07,21,7,14,179.27777777777777,1.8888888888888888,806,0,0
Organic Shopping,39,21,17,4,60.23809523809524,1.0952380952380953,613,3,0.09523809523809523
Paid Search,35,21,2,19,183.3,1.6,1215,0,0
Referral,21,21,14,2,18.714285714285715,0.9047619047619048,248,1,0.047619047619047616
Referral,50,21,19,3,44.04761904761905,1.0476190476190477,430,0,0
Paid Other,11,20,10,2,7.6,1,181,0,0
Paid Search,06,20,1,18,140.73684210526315,1,442,2,0.10526315789473684
Referral,28,20,11,6,208.55,1.3,902,1,0.05
SMS,05,20,18,3,21.3,0.5,130,0,0
Organic Shopping,36,19,16,6,111.26315789473684,1.368421052631579,709,1,0.05263157894736842
Paid Social,41,19,1,15,26.625,0.9375,200,0,0
Paid Social,43,19,0,11,25.545454545454547,1.3636363636363635,266,0,0
Paid Social,49,19,2,13,17.2,1.2,291,0,0
Referral,22,19,15,4,33.31578947368421,0.8947368421052632,363,1,0.05263157894736842
Referral,49,19,15,5,34.388888888888886,1.0555555555555556,397,2,0.1111111111111111
SMS,10,19,9,4,100.11111111111111,1.2777777777777777,673,1,0.05555555555555555
Organic Shopping,49,18,9,8,85.66666666666667,1.1666666666666667,639,2,0.1111111111111111
Paid Search,07,18,1,15,505.5,1.1875,751,1,0.0625
Referral,13,18,9,0,155.27777777777777,1,726,0,0
Referral,46,18,14,4,58,1.0555555555555556,434,0,0
Referral,48,18,16,2,31.944444444444443,0.9444444444444444,247,0,0
SMS,24,18,7,8,49.05555555555556,1.4444444444444444,389,1,0.05555555555555555
SMS,37,18,8,10,48.888888888888886,1.6111111111111112,588,0,0
Organic Shopping,44,17,10,6,33.588235294117645,1,312,2,0.11764705882352941
Organic Shopping,48,17,8,11,107.82352941176471,1.588235294117647,826,1,0.058823529411764705
Referral,16,17,7,5,64.76470588235294,1.3529411764705883,317,0,0
Referral,47,17,15,3,48.11764705882353,1,319,0,0
SMS,14,17,6,7,66,3.3125,557,1,0.0625
SMS,47,17,5,12,153.05882352941177,1.7647058823529411,1089,2,0.11764705882352941
Unassigned,45,17,13,5,76.41176470588235,1.1764705882352942,487,0,0
Paid Search,44,16,2,12,74.93333333333334,1.6,511,0,0
Paid Search,46,16,1,15,163.5625,1.9375,1115,0,0
Referral,01,16,15,5,62.125,1.1875,248,0,0
Unassigned,47,16,15,3,109.75,1.1875,639,0,0
Organic Shopping,14,15,7,1,36.86666666666667,1.0666666666666667,263,0,0
Organic Shopping,38,15,10,3,46.2,1.2666666666666666,333,2,0.06666666666666667
Organic Shopping,52,15,9,6,67.8,1.2,287,1,0.06666666666666667
Organic Video,25,15,11,0,5.466666666666667,0.8666666666666667,75,0,0
Referral,03,15,12,5,56.76923076923077,1.1538461538461537,253,0,0
Referral,06,15,14,4,83.35714285714286,1.0714285714285714,160,0,0
Referral,14,15,7,6,69.66666666666667,1.5333333333333334,589,0,0
Referral,34,15,9,6,52.93333333333333,1.4,492,3,0.13333333333333333
Referral,41,15,15,1,15.066666666666666,1,131,0,0
Referral,44,15,13,2,23.066666666666666,1.1333333333333333,231,0,0
Organic Shopping,27,14,4,9,85.78571428571429,3.2857142857142856,635,1,0.07142857142857142
Organic Shopping,34,14,11,4,86.92857142857143,1.3571428571428572,336,1,0.07142857142857142
Organic Shopping,46,14,10,4,87.42857142857143,1.1428571428571428,549,0,0
Paid Other,10,14,7,1,16.928571428571427,1,125,0,0
Paid Search,45,14,1,13,109.35714285714286,2.357142857142857,807,0,0
Paid Social,44,14,3,8,26.181818181818183,1.0909090909090908,232,0,0
Paid Social,46,14,0,9,20.22222222222222,1.4444444444444444,139,0,0
Paid Social,50,14,0,10,11.3,1.1,140,0,0
Paid Social,52,14,2,11,63.15384615384615,1,455,0,0
Referral,33,14,9,5,23.307692307692307,0.9230769230769231,132,1,0.07692307692307693
Referral,36,14,11,5,73.57142857142857,1.4285714285714286,498,1,0.07142857142857142
Referral,53,14,13,3,24.357142857142858,1.5,665,2,0.07142857142857142
SMS,08,14,12,5,91.78571428571429,0.8571428571428571,263,0,0
SMS,48,14,3,11,207.85714285714286,2.142857142857143,1439,0,0
Unassigned,50,14,9,5,33.857142857142854,1.1428571428571428,354,0,0
Unassigned,52,14,10,2,72.78571428571429,1.1428571428571428,416,1,0.07142857142857142
Organic Shopping,28,13,5,5,59.84615384615385,2.6923076923076925,340,0,0
Organic Shopping,53,13,10,5,51.46153846153846,1.2307692307692308,335,1,0.07692307692307693
Paid Search,30,13,0,12,88.23076923076923,1.2307692307692308,224,0,0
Paid Social,42,13,1,10,68.63636363636364,2.727272727272727,414,3,0
Paid Social,53,13,1,12,18.384615384615383,0.9230769230769231,181,0,0
Referral,27,13,8,3,11.461538461538462,1.0769230769230769,112,0,0
Referral,38,13,9,1,50.84615384615385,1.4615384615384615,250,4,0.15384615384615385
SMS,09,13,10,4,22.615384615384617,0.6153846153846154,89,0,0
SMS,21,13,2,4,48.76923076923077,1.4615384615384615,395,0,0
SMS,28,13,4,3,18.923076923076923,1.1538461538461537,136,0,0
SMS,34,13,10,6,85,1.9230769230769231,447,0,0
Unassigned,40,13,11,3,130.07692307692307,1.3846153846153846,819,0,0
Organic Shopping,12,12,4,2,56.916666666666664,1.0833333333333333,320,0,0
Organic Shopping,26,12,5,3,38.833333333333336,1.0833333333333333,219,0,0
Organic Shopping,33,12,10,4,62.916666666666664,1.25,347,2,0.08333333333333333
Organic Shopping,37,12,9,4,98.16666666666667,1.1666666666666667,486,1,0.08333333333333333
Organic Shopping,41,12,11,0,63.916666666666664,1,367,0,0
Referral,37,12,10,2,52,1.0833333333333333,190,0,0
SMS,04,12,8,10,193.54545454545453,3.090909090909091,591,2,0.18181818181818182
SMS,33,12,6,4,44.36363636363637,1.8181818181818181,237,0,0
SMS,39,12,9,3,58.416666666666664,1.25,353,0,0
SMS,43,12,8,3,88.16666666666667,2.1666666666666665,525,0,0
SMS,50,12,5,5,54.72727272727273,1,240,0,0
Unassigned,48,12,10,2,95.66666666666667,1.1666666666666667,598,0,0
Cross-network,30,11,2,8,106.2,1.9,214,0,0
Display,01,11,11,1,115.9090909090909,0.6363636363636364,137,0,0
Organic Shopping,51,11,6,6,80.18181818181819,1.6363636363636365,496,0,0
Paid Search,36,11,1,10,113.9090909090909,1.2727272727272727,312,0,0
Paid Social,45,11,2,8,6.555555555555555,1.2222222222222223,124,0,0
Referral,30,11,9,0,11.818181818181818,0.8181818181818182,71,0,0
Referral,45,11,9,4,65.18181818181819,1.2727272727272727,225,0,0
SMS,20,11,5,5,34.63636363636363,1.0909090909090908,106,1,0.09090909090909091
SMS,22,11,3,4,96.72727272727273,1.4545454545454546,329,0,0
SMS,32,11,5,4,99.54545454545455,1.6363636363636365,378,1,0.09090909090909091
SMS,38,11,8,5,42.54545454545455,1.0909090909090908,219,0,0
Organic Shopping,13,10,5,2,66.9,1,316,1,0.1
Paid Other,12,10,5,0,29.2,1,209,0,0
Paid Social,14,10,1,8,48.4,1,213,0,0
Paid Video,42,10,10,0,5.6,1,67,0,0
Referral,31,10,8,4,64,1.2,161,2,0.2
SMS,40,10,6,4,18.555555555555557,1.2222222222222223,154,0,0
Unassigned,53,10,7,3,47.4,1.2,254,1,0.1
Cross-network,29,9,2,6,74.25,1.5,296,0,0
Cross-network,37,9,2,8,80,1.7777777777777777,274,0,0
Organic Shopping,03,9,9,1,51,1,218,0,0
Organic Shopping,35,9,9,2,53.666666666666664,1.3333333333333333,261,0,0
Organic Shopping,43,9,7,2,20.333333333333332,1.2222222222222223,245,0,0
Referral,29,9,4,4,111,0.7777777777777778,278,2,0.2222222222222222
Referral,43,9,7,2,86.88888888888889,1.2222222222222223,218,0,0
Unassigned,43,9,6,5,68.22222222222223,1.2222222222222223,281,0,0
Unassigned,51,9,5,5,64,1.3333333333333333,270,0,0
Organic Shopping,07,8,6,2,46.5,1,111,0,0
Organic Shopping,08,8,6,3,124.71428571428571,1,166,1,0.14285714285714285
Organic Shopping,11,8,3,2,21.625,1.25,307,0,0
Organic Shopping,31,8,7,1,115.375,2.125,332,3,0.125
Paid Other,13,8,2,3,10,1.5,68,0,0
Paid Other,16,8,2,5,17.5,1.625,118,0,0
Paid Search,29,8,0,8,63.375,3.5,207,0,0
Paid Search,37,8,0,8,21.875,1.125,128,0,0
Paid Search,40,8,2,5,64.42857142857143,1.2857142857142858,153,0,0
Paid Social,15,8,1,5,12.75,1,80,0,0
Paid Social,51,8,0,5,33,1.2,138,0,0
Referral,35,8,6,2,23.375,1,88,0,0
Referral,39,8,6,1,23.25,1,123,0,0
SMS,02,8,6,3,37.714285714285715,0.7142857142857143,68,0,0
SMS,07,8,2,6,153.375,2,350,2,0.125
Unassigned,46,8,5,4,88,1.75,314,0,0
Cross-network,38,7,0,6,32.57142857142857,1.2857142857142858,169,0,0
Cross-network,39,7,0,7,39.57142857142857,1.8571428571428572,246,0,0
Display,02,7,6,2,36.714285714285715,0.7142857142857143,123,0,0
Organic Shopping,15,7,4,1,167.71428571428572,1.5714285714285714,209,2,0.2857142857142857
Organic Shopping,16,7,3,1,1.5714285714285714,1,31,0,0
Organic Shopping,19,7,6,0,15.142857142857142,1,112,0,0
Organic Shopping,32,7,6,3,29.714285714285715,1.2857142857142858,100,1,0.14285714285714285
Organic Shopping,45,7,1,4,135.85714285714286,2,415,1,0.14285714285714285
Paid Other,17,7,1,2,89.66666666666667,1.1666666666666667,239,0,0
Paid Search,39,7,1,6,94,1,157,0,0
Paid Shopping,45,7,6,1,26.714285714285715,1.1428571428571428,75,0,0
Referral,32,7,5,2,116.71428571428571,1.1428571428571428,86,2,0.2857142857142857
SMS,03,7,6,1,158.2,3,282,0,0
SMS,30,7,5,4,92.85714285714286,1.7142857142857142,216,0,0
SMS,51,7,2,4,59.285714285714285,1.5714285714285714,206,0,0
Unassigned,29,7,2,4,26.142857142857142,1.1428571428571428,95,0,0
Cross-network,43,6,1,6,271.3333333333333,2.5,265,0,0
Cross-network,45,6,0,6,43.166666666666664,1.3333333333333333,126,0,0
Organic Shopping,04,6,6,2,49.166666666666664,1.1666666666666667,136,0,0
Organic Shopping,06,6,6,0,137,1,171,0,0
Organic Shopping,17,6,2,1,193.2,1.2,406,0,0
Organic Shopping,42,6,5,2,38,1.3333333333333333,116,0,0
Paid Other,09,6,5,0,5.4,0.6,27,0,0
Paid Search,38,6,3,4,19,1.1666666666666667,87,0,0
Paid Video,44,6,5,2,12.666666666666666,1,30,0,0
SMS,49,6,2,5,23.166666666666668,1.5,95,0,0
Cross-network,44,5,1,4,94.2,1.4,172,0,0
Mobile Push Notifications,50,5,4,0,9.5,1,50,0,0
Organic Shopping,18,5,2,1,66.8,1.2,105,0,0
Organic Shopping,23,5,2,1,17.2,1,41,0,0
Organic Shopping,50,5,4,2,264.4,1.4,384,0,0
Paid Shopping,46,5,2,3,45.4,0.8,140,0,0
Referral,40,5,4,1,143.2,0.8,303,1,0.2
SMS,01,5,4,2,31,1,53,0,0
SMS,44,5,3,3,350,2.2,393,0,0
SMS,53,5,4,2,105.4,1,118,0,0
Cross-network,40,4,0,3,112.25,2,190,2,0.25
Organic Shopping,22,4,2,4,93,6.25,347,0,0
Organic Shopping,29,4,3,0,101.5,1,122,1,0.25
Organic Shopping,30,4,4,1,232.5,1,121,0,0
Organic Shopping,40,4,2,2,21.25,1.25,56,0,0
Paid Other,03,4,4,0,0.25,0.5,15,0,0
Paid Other,08,4,0,1,0,2,19,0,0
Paid Shopping,44,4,3,2,9,1.25,36,0,0
Paid Shopping,52,4,4,1,67.5,1.5,146,1,0.25
Unassigned,05,4,0,3,210.66666666666666,1,135,0,0
Unassigned,33,4,4,0,2.5,1,22,0,0
Unassigned,36,4,4,0,38.5,0.75,42,0,0
Cross-network,46,3,0,3,142,2.3333333333333335,240,0,0
Organic Shopping,01,3,2,1,9.666666666666666,0.3333333333333333,17,0,0
Organic Shopping,02,3,3,0,126,1,84,0,0
Organic Shopping,05,3,3,1,438,1.6666666666666667,283,0,0
Organic Shopping,09,3,1,2,25.333333333333332,1.3333333333333333,31,0,0
Organic Shopping,20,3,2,1,7.666666666666667,1,31,0,0
Organic Shopping,25,3,1,2,242,3,300,0,0
Paid Other,18,3,0,2,52.333333333333336,1.6666666666666667,72,0,0
Paid Shopping,34,3,3,0,17.666666666666668,1,23,0,0
Paid Shopping,37,3,3,0,11.666666666666666,1,30,0,0
Paid Shopping,49,3,1,2,17.333333333333332,1,39,0,0
Paid Shopping,50,3,2,1,14.333333333333334,1,30,0,0
Paid Video,45,3,3,0,7.333333333333333,1,17,0,0
SMS,29,3,1,2,6.333333333333333,2.3333333333333335,46,0,0
Display,03,2,1,1,80.5,1.5,40,0,0
Mobile Push Notifications,49,2,2,0,4,1,14,0,0
Mobile Push Notifications,51,2,1,2,73,2,52,0,0
Mobile Push Notifications,52,2,1,1,38,1,48,0,0
Organic Shopping,10,2,1,2,59,2,41,0,0
Organic Shopping,21,2,1,0,0,1,8,0,0
Organic Shopping,24,2,1,0,57,1,72,0,0
Paid Other,23,2,0,2,7,1,10,0,0
Paid Other,26,2,0,2,45.5,1,45,0,0
Paid Shopping,36,2,2,0,9,1,15,0,0
Unassigned,08,2,0,1,154,1,39,0,0
Unassigned,15,2,1,0,8,1,7,0,0
Display,04,1,0,1,3,1,10,0,0
Display,09,1,0,1,2,1,3,0,0
Display,12,1,0,1,3,1,3,0,0
Display,16,1,0,1,8,1,4,0,0
Display,44,1,0,1,0,1,3,0,0
Mobile Push Notifications,47,1,1,1,207,4,62,0,0
Mobile Push Notifications,48,1,0,1,184,2,11,0,0
Paid Other,02,1,0,0,0,0,4,0,0
Paid Other,20,1,0,1,0,1,2,0,0
Paid Other,22,1,0,1,4,1,8,0,0
Paid Other,27,1,0,1,99,2,41,0,0
Paid Other,50,1,0,0,0,0,4,0,0
Paid Shopping,33,1,1,0,0,1,7,0,0
Paid Shopping,35,1,1,0,5,1,8,0,0
Paid Shopping,47,1,0,1,1,1,5,0,0
Paid Shopping,53,1,1,0,24,1,8,0,0
Paid Video,04,1,0,1,24,1,7,0,0
Paid Video,05,1,0,0,0,0,2,0,0
Paid Video,06,1,0,0,0,0,2,0,0
Paid Video,46,1,1,0,0,1,4,0,0
Paid Video,47,1,1,0,1,1,6,0,0
Paid Video,49,1,0,1,67,1,5,0,0
Unassigned,01,1,0,1,314,1,51,0,0
Unassigned,03,1,0,1,256,2,48,0,0
Unassigned,09,1,0,1,64,1,27,0,0
Unassigned,23,1,0,1,109,1,23,0,0
Unassigned,30,1,0,1,115,1,22,0,0
Unassigned,31,1,1,0,387,1,56,0,0
Unassigned,32,1,0,1,125,2,31,0,0
Unassigned,34,1,0,1,0,1,7,0,0
Unassigned,35,1,1,0,25,1,9,0,0
