# ----------------------------------------
# User acquisition: First user primary channel group (Default Channel Group)
# Account: MONFRERE
# Property: MONFRERE
# ----------------------------------------
# 
# All Users
# Start date: 20250101
# End date: 20251212
First user primary channel group (Default Channel Group),Week,Total users,New users,Returning users,Average engagement time per active user,Engaged sessions per active user,Event count,Key events,User key event rate
Organic Social,19,3930,3402,616,10.890228263657349,1.0646319569120288,31788,34,0.007950756604257501
Organic Social,02,3914,3088,1073,31.833032258064517,1.1509677419354838,76250,32,0.007483870967741935
Organic Social,18,3638,3168,567,13.55971183153228,1.0374064837905237,31150,38,0.00997506234413965
Organic Social,20,3259,2802,521,14.541679578555934,1.0523706228695382,28918,35,0.009916330957545709
Organic Social,10,3236,2457,984,30.754375,1.21,55249,48,0.0134375
Organic Social,01,3172,2618,684,27.9622461928934,1.0314086294416243,54886,29,0.008883248730964468
Organic Social,16,2933,2501,527,15.014868603042878,1.0947441217150762,26608,30,0.00933609958506224
Organic Social,09,2865,2195,824,26.399223438051536,1.1574302859159902,44393,37,0.01200141193081539
Organic Social,17,2842,2436,454,11.827217670110437,1.0438190238688991,22934,29,0.010331314570716068
Organic Social,03,2656,1945,772,26.51518646674356,1.0784313725490196,45091,16,0.006151480199923107
Organic Social,11,2366,1722,776,26.88142123287671,1.2016267123287672,36852,22,0.008561643835616438
Organic Social,08,2134,1610,623,28.109315589353614,1.0874524714828897,34682,27,0.012832699619771864
Organic Social,22,2110,1691,439,22.905991232342913,0.930832927423283,20787,42,0.020457866536775452
Organic Social,13,2022,1513,597,23.496738585047666,1.1751128951329655,22151,26,0.010035122930255895
Organic Social,21,1904,1481,461,28.595174262734584,0.9930294906166219,22792,35,0.018230563002680965
Organic Social,15,1889,1473,484,26.213561131874,1.1201281366791245,21918,26,0.013347570742124934
Organic Social,12,1885,1267,689,26.17522985397512,1.2141698215251486,26608,22,0.011898323418063819
Organic Social,04,1760,1284,475,16.817595307917887,0.9917888563049854,22295,7,0.004105571847507331
Organic Social,05,1747,1241,558,22.810354857475275,1.0721349621873182,25929,15,0.006399069226294357
Referral,25,1715,1697,165,1.7104495037945127,1.0729713952130764,8229,1,0.0005837711617046118
Organic Social,31,1657,1558,129,7.546391752577319,0.884778653729533,10526,3,0.0018192844147968466
Organic Social,06,1637,1132,548,26.0275,1.116875,27507,23,0.014375
Organic Social,24,1626,1311,324,23.96725440806045,0.9559193954659949,15721,40,0.023299748110831235
Organic Social,14,1617,1182,460,28.610126582278482,1.1151898734177215,19464,27,0.015822784810126583
Referral,26,1599,1442,392,0.8763339610797238,1.3722536095417452,10962,0,0
Referral,29,1581,1270,413,0.8481742472773863,1.3241511851377323,10381,0,0
Organic Social,07,1510,1122,377,19.32088520055325,0.9806362378976486,20537,26,0.016597510373443983
Referral,28,1428,1117,406,2.1373665480427047,1.399288256227758,9819,0,0
Referral,27,1409,1172,378,6.070866141732283,1.3944166070150321,9654,1,0
Organic Social,33,1385,1242,195,18.062409288824384,0.9368650217706821,12256,16,0.011611030478955007
Organic Social,37,1362,1120,255,36.36510376633359,0.7824750192159877,16917,14,0.010760953112990008
Organic Social,23,1317,1049,295,21.938712179984485,0.9224204809930179,12361,19,0.013964313421256789
Organic Social,25,1295,967,418,30.026479750778815,1.233644859813084,16140,32,0.024143302180685357
Organic Social,38,1262,1110,126,18.596345514950166,0.6935215946843853,11840,6,0.0049833887043189366
Organic Social,26,1092,775,343,32.96654275092937,1.1979553903345725,13759,32,0.027881040892193308
Organic Social,27,1089,788,321,21.609756097560975,1.051594746716698,11324,19,0.017823639774859287
Direct,12,1053,823,229,48.456329735034345,1.1256133464180569,16882,38,0.03434739941118744
Organic Social,35,1010,819,197,30.910031023784903,0.9017580144777663,11326,22,0.02171664943123061
Organic Social,30,982,886,110,11.328173374613003,0.8235294117647058,7249,2,0.0020639834881320948
Organic Social,32,966,862,113,12.685744016649323,0.9146722164412071,6983,7,0.007284079084287201
Organic Social,28,928,750,184,14.34413407821229,0.9418994413407821,7740,7,0.00782122905027933
Organic Social,36,912,736,178,44.32909930715935,0.8729792147806005,12352,26,0.026558891454965358
Direct,10,904,669,281,62.2929061784897,1.311212814645309,22027,62,0.05835240274599542
Direct,35,888,741,131,33.98822143698469,0.6584216725559482,9205,29,0.016489988221436984
Direct,11,829,647,219,43.916873449131515,1.2431761786600497,14816,15,0.013647642679900745
Direct,21,824,615,204,47.66752246469833,1.2053915275994864,11233,52,0.03979460847240052
Organic Social,47,803,696,87,21.03886010362694,0.6787564766839378,8654,12,0.007772020725388601
Direct,22,798,559,227,54.18132611637348,1.219215155615697,11977,45,0.03924221921515562
Email,12,778,604,219,53.82101167315175,1.0907911802853436,14556,49,0.04928664072632944
Direct,09,761,583,198,52.60027100271003,1.2845528455284554,15678,27,0.03116531165311653
Organic Social,29,747,613,128,15.24792243767313,0.9141274238227147,5961,7,0.009695290858725761
Direct,36,742,564,126,37.854651162790695,0.49709302325581395,7641,31,0.029069767441860465
Email,28,740,635,124,31.676151761517616,0.8712737127371274,7871,26,0.028455284552845527
Organic Social,39,735,624,67,19.74596182085169,0.5477239353891337,6484,0,0
Direct,15,731,552,210,43.77183098591549,1.152112676056338,9613,22,0.02676056338028169
Direct,14,726,495,230,61.13409415121255,1.2767475035663338,13071,37,0.04850213980028531
Organic Social,34,724,573,149,23.96,0.9457142857142857,7287,17,0.024285714285714285
Paid Social,48,689,546,169,67.92331288343559,0.8113496932515337,13893,28,0.018404907975460124
Direct,19,687,499,201,58.95461422087746,1.275340393343419,10969,39,0.0529500756429652
Direct,25,684,498,179,48.8703125,1.203125,8715,45,0.0484375
Cross-network,02,669,608,97,41.03748125937032,1.1724137931034482,13395,15,0.022488755622188907
Direct,16,631,458,191,48.45016611295681,1.2225913621262459,8698,28,0.03488372093023256
Direct,18,627,432,204,57.99499165275459,1.2938230383973288,11047,41,0.05342237061769616
Unassigned,01,627,622,4,0.6076555023923444,1.0063795853269537,2691,1,0.001594896331738437
Direct,48,617,479,106,56.17429577464789,0.6813380281690141,10456,50,0.035211267605633804
Direct,37,615,450,114,69.8493870402802,0.574430823117338,6590,22,0.01926444833625219
Cross-network,03,614,565,78,36.08809135399674,1.128874388254486,11117,6,0.009787928221859706
Direct,20,591,430,176,57.47543859649123,1.268421052631579,9321,30,0.042105263157894736
Direct,45,591,502,69,33.28853046594982,0.42473118279569894,6599,18,0.010752688172043012
Organic Social,40,585,488,80,21.313868613138688,0.7463503649635036,6218,3,0.005474452554744526
Direct,13,584,406,200,57.27079646017699,1.2814159292035399,9829,28,0.035398230088495575
Organic Social,41,577,416,121,23.70769230769231,0.7519230769230769,6238,13,0.025
Direct,24,574,396,169,48.992592592592594,1.1944444444444444,6874,46,0.05925925925925926
Direct,02,570,412,196,62.79964539007092,1.2890070921985815,17613,21,0.03546099290780142
Direct,17,548,395,171,61.265420560747664,1.2,9065,33,0.05420560747663551
Direct,23,544,391,156,50.05813953488372,1.187984496124031,6953,29,0.040697674418604654
Direct,49,542,428,84,63.75806451612903,1.092741935483871,12753,2208,0.8024193548387096
Direct,27,540,371,158,42.05038759689923,1.1337209302325582,6147,24,0.027131782945736434
Organic Social,42,530,382,100,15.184265010351966,0.6935817805383023,5006,6,0.008281573498964804
Referral,30,528,392,165,5.017142857142857,1.28,3591,1,0.0019047619047619048
Organic Social,44,523,421,97,25.910179640718564,0.7544910179640718,5871,11,0.017964071856287425
Direct,43,521,398,97,49.77035490605428,0.7265135699373695,6150,25,0.025052192066805846
Direct,26,520,360,165,59.80846774193548,1.2762096774193548,7473,41,0.056451612903225805
Direct,34,518,413,106,54.579476861167,1.267605633802817,7268,24,0.026156941649899398
Cross-network,04,515,469,71,39.85436893203884,1.1145631067961166,9789,4,0.007766990291262136
Direct,31,512,430,89,30.45983935742972,1.1987951807228916,5449,10,0.014056224899598393
Direct,08,511,333,187,66.68893528183716,1.2755741127348643,10330,24,0.033402922755741124
Email,21,506,378,174,59.26984126984127,1.251984126984127,8253,23,0.04365079365079365
Direct,47,501,385,99,64.0901287553648,0.740343347639485,8616,24,0.02145922746781116
Organic Social,46,488,392,70,15.668888888888889,0.6111111111111112,4582,6,0.0044444444444444444
Paid Social,42,477,431,65,18.532188841201716,0.6051502145922747,4963,8,0.017167381974248927
Paid Social,49,466,334,135,58.636574074074076,1.1990740740740742,11571,2019,0.7361111111111112
Direct,44,460,358,100,52.074074074074076,0.7129629629629629,7092,21,0.034722222222222224
Direct,32,457,366,102,30.053571428571427,1.1875,4917,19,0.03794642857142857
Referral,11,457,446,15,9.760964912280702,0.9451754385964912,3819,0,0
Paid Social,47,453,359,103,45.6438679245283,0.6556603773584906,7186,12,0.014150943396226415
Direct,38,441,311,82,39.47959183673469,0.6071428571428571,4988,16,0.02295918367346939
Referral,12,440,430,10,4.228310502283105,0.9657534246575342,3114,1,0
Direct,33,435,324,131,45.78758949880668,1.4295942720763724,6319,17,0.01909307875894988
Direct,06,427,287,139,62.29024390243902,1.2560975609756098,11680,22,0.05365853658536585
Email,48,426,334,122,94.47710843373494,0.8843373493975903,9681,33,0.03855421686746988
Direct,07,424,308,147,83.22926829268293,1.3658536585365855,11640,13,0.02926829268292683
Direct,30,424,304,109,70.91400491400492,1.199017199017199,6646,17,0.029484029484029485
Direct,03,422,280,161,60.61630695443645,1.369304556354916,11791,18,0.03836930455635491
Direct,41,422,296,77,41.78688524590164,0.6229508196721312,5363,26,0.060109289617486336
Email,10,421,298,171,109.99760191846522,1.4628297362110312,14135,26,0.05755395683453238
Direct,28,420,283,118,48.694871794871794,1.1692307692307693,5435,19,0.03333333333333333
Direct,46,414,328,70,38.10526315789474,0.65,5546,13,0.015789473684210527
Direct,42,413,298,91,54.248,0.7466666666666667,5370,26,0.05333333333333334
Cross-network,13,411,385,56,49.48905109489051,1.2019464720194648,6178,4,0.009732360097323601
Organic Social,45,402,306,57,17.32033426183844,0.7520891364902507,3905,4,0.005571030640668524
Direct,50,399,318,67,43.15217391304348,1.203804347826087,7647,2013,0.9755434782608695
Email,36,397,334,78,86.05357142857143,0.8928571428571429,7229,14,0.02806122448979592
Email,14,393,260,147,117.45974025974026,1.3142857142857143,11017,51,0.11428571428571428
Cross-network,25,392,352,76,61.1051282051282,1.323076923076923,6090,19,0.04358974358974359
Cross-network,24,389,361,64,64.83505154639175,1.2783505154639174,5865,17,0.04381443298969072
Cross-network,12,388,353,65,56.77260981912145,1.2919896640826873,9693,6,0.015503875968992248
Email,18,384,262,149,74.41207349081365,1.3858267716535433,7294,46,0.10498687664041995
Referral,16,381,337,28,30.53684210526316,0.9868421052631579,3825,0,0
Referral,13,380,365,32,7.097625329815304,0.9947229551451188,2248,1,0.002638522427440633
Direct,04,371,256,122,48.3489010989011,1.25,8874,8,0.019230769230769232
Direct,05,361,214,140,59.59763313609467,1.2781065088757397,9028,17,0.038461538461538464
Cross-network,01,359,320,55,50.201117318435756,1.1620111731843576,7029,9,0.0223463687150838
Direct,29,358,274,92,48.58753709198813,1.231454005934718,4808,12,0.01483679525222552
Paid Social,41,355,334,33,16.59365994236311,0.5878962536023055,3356,6,0.01440922190201729
Email,37,354,278,101,68.52737752161383,0.7780979827089337,5380,9,0.025936599423631124
Email,47,354,298,100,139.39017341040463,0.9508670520231214,11010,41,0.057803468208092484
Cross-network,16,352,322,66,52.46418338108882,1.166189111747851,5437,12,0.034383954154727794
Email,25,350,244,126,73.91594202898551,1.1681159420289855,6097,19,0.05507246376811594
Email,17,345,232,137,84.92878338278932,1.3916913946587537,6471,34,0.08605341246290801
Cross-network,05,344,307,61,47.388888888888886,1.2514619883040936,7777,7,0.02046783625730994
Paid Social,46,344,255,74,17.889967637540455,0.5566343042071198,3541,4,0.006472491909385114
Email,22,342,231,135,81.34615384615384,1.3550295857988166,6661,39,0.10650887573964497
Referral,14,342,330,28,6.280701754385965,0.8918128654970761,2030,0,0
Cross-network,18,340,294,72,70.84023668639053,1.3402366863905326,6711,16,0.04437869822485207
Organic Search,34,339,305,84,89.78698224852072,1.2840236686390532,6612,10,0.029585798816568046
Cross-network,26,338,300,59,54.97032640949555,1.28486646884273,5210,22,0.05637982195845697
Paid Social,45,334,271,60,25.405228758169933,0.6372549019607843,3557,6,0.006535947712418301
Referral,15,330,319,24,17.915151515151514,0.9545454545454546,2963,4,0.012121212121212121
Cross-network,11,329,294,67,51.25153374233129,1.2239263803680982,6678,2,0.006134969325153374
Cross-network,22,328,283,83,68.94495412844037,1.3975535168195719,5835,11,0.03058103975535168
Cross-network,09,325,281,69,65.77230769230769,1.1876923076923076,7055,19,0.05846153846153846
Direct,40,324,233,63,49.07773851590106,0.7314487632508834,4490,20,0.04946996466431095
Cross-network,19,321,285,66,66.10903426791278,1.2866043613707165,5284,19,0.059190031152647975
Cross-network,23,321,288,61,64.23125,1.303125,5048,14,0.04375
Cross-network,06,315,270,70,51.33015873015873,1.180952380952381,6351,7,0.022222222222222223
Cross-network,17,315,288,62,60.34920634920635,1.273015873015873,5303,4,0.012698412698412698
Email,15,311,225,108,41.329032258064515,0.9903225806451613,3521,11,0.035483870967741936
Cross-network,31,310,280,53,51.42718446601942,1.0776699029126213,3870,5,0.016181229773462782
Direct,01,309,201,110,64.82236842105263,1.200657894736842,8770,16,0.05263157894736842
Paid Search,14,307,278,60,66.62295081967213,1.2295081967213115,4841,12,0.03934426229508197
Direct,39,303,227,57,49.447272727272725,0.7745454545454545,3787,10,0.025454545454545455
Email,05,299,195,115,61.64983164983165,1.2323232323232323,7076,12,0.03367003367003367
Email,49,298,205,120,137.35135135135135,1.277027027027027,12254,2262,0.8885135135135135
Organic Search,37,298,264,72,100.89795918367346,0.9863945578231292,6509,13,0.04421768707482993
Paid Social,40,297,291,15,12.14864864864865,0.44932432432432434,2512,2,0.006756756756756757
Cross-network,20,293,256,63,59.08965517241379,1.3655172413793104,5022,16,0.05172413793103448
Cross-network,15,291,270,49,55.85467128027682,1.3114186851211074,5272,10,0.03460207612456748
