# ----------------------------------------
# Acquisition overview
# Account: MONFRERE
# Property: MONFRERE
# ----------------------------------------
#  
# Start date: 20250101
# End date: 20251205
Nth week,Active users
0000,4815
0001,5729
0002,4221
0003,3282
0004,3127
0005,3094
0006,2577
0007,3571
0008,4757
0009,5337
0010,4657
0011,4884
0012,4009
0013,3803
0014,3934
0015,4927
0016,4772
0017,5621
0018,5806
0019,4898
0020,4141
0021,4083
0022,2831
0023,3349
0024,5016
0025,4121
0026,3921
0027,4100
0028,3339
0029,2701
0030,3279
0031,2536
0032,2816
0033,2115
0034,2605
0035,2628
0036,2841
0037,2414
0038,1772
0039,1766
0040,1869
0041,2024
0042,1652
0043,1864
0044,1833
0045,1939
0046,2589
0047,2810
0048,1865

# Start date: 20250101
# End date: 20251205
Nth week,New users
0000,4030
0001,4575
0002,3250
0003,2552
0004,2301
0005,2261
0006,2007
0007,2732
0008,3729
0009,4142
0010,3688
0011,3814
0012,3178
0013,2942
0014,3192
0015,4219
0016,4037
0017,4744
0018,4938
0019,4156
0020,3309
0021,3289
0022,2261
0023,2745
0024,4321
0025,3353
0026,3099
0027,3341
0028,2740
0029,2259
0030,2990
0031,2236
0032,2457
0033,1743
0034,2211
0035,2226
0036,2394
0037,2134
0038,1574
0039,1568
0040,1586
0041,1704
0042,1325
0043,1533
0044,1573
0045,1678
0046,2228
0047,2338
0048,1423

#  
# Start date: 20250101
# End date: 20251205
First user primary channel group (Default Channel Group),New users
Organic Social,62663
Direct,20192
Referral,13843
Cross-network,10515
Email,8981
Organic Search,8139
Paid Search,6053
Paid Social,3554
Unassigned,2449
SMS,889
Organic Shopping,404
Paid Other,292
Mobile Push Notifications,109
Paid Shopping,42

#  
# Start date: 20250101
# End date: 20251205
Session primary channel group (Default Channel Group),Sessions
Organic Social,96162
Direct,27273
Referral,19623
Email,18215
Cross-network,16547
Organic Search,14148
Paid Search,9269
Paid Social,6616
Unassigned,5437
SMS,2211
Organic Shopping,1194
Paid Other,537
Mobile Push Notifications,174
Paid Shopping,79

#  
# Start date: 20250101
# End date: 20251205
Session Google Ads campaign,Sessions
MF_PMAX,15204
MF_Brand,8087
MF_PMAX COPY TURNWALLPPC,1022

#  
# Start date: 20250808
# End date: 20251205
Cohort,Average 120d value
0000,4.904871945175438
0001,5.243204120675808
0002,5.475007925963676
0003,5.6387038735791934
0004,5.762668229892513
0005,5.8084422600383
0006,5.896733278076352
0007,6.03942168924512
0008,6.218844718649616
0009,6.277327236564121
0010,6.33050984096244
0011,6.3737273477575975
0012,6.390008234834445
0013,6.436459000833951
0014,6.549935959074623
0015,6.552404763127008
0016,6.645451773257969
0017,6.658495076939708
0018,6.658495076939708
0019,6.675870910890783
0020,6.716437997621695
0021,6.737586688009636
0022,6.788049376420806
0023,6.788049376420806
0024,6.788049376420806
0025,6.789684229398319
0026,6.801752119193229
0027,6.846081251884111
0028,6.850670453762045
0029,6.863772134019025
0030,6.8651104710588085
0031,6.872522751760563
0032,6.89326435047566
0033,6.921437688750927
0034,6.921437688750927
0035,6.935344595101309
0036,6.951551353193723
0037,6.951551353193723
0038,6.959570564955523
0039,6.96209342139239
0040,6.998045554052385
0041,6.998045554052385
0042,7.002244652149741
0043,7.002244652149741
0044,7.002244652149741
0045,7.01475268278972
0046,7.022334224672597
0047,7.022334224672597
0048,7.046683433963429
0049,7.050389265443538
0050,7.050389265443538
0051,7.050389265443538
0052,7.050389265443538
0053,7.050389265443538
0054,7.052722784099333
0055,7.052722784099333
0056,7.052722784099333
0057,7.061209008463059
0058,7.061209008463059
0059,7.0682268611934775
0060,7.097197703792934
0061,7.144483347479614
0062,7.144483347479614
0063,7.144483347479614
0064,7.144483347479614
0065,7.144483347479614
0066,7.144483347479614
0067,7.144483347479614
0068,7.144483347479614
0069,7.144483347479614
0070,7.144483347479614
0071,7.144483347479614
0072,7.144483347479614
0073,7.144483347479614
0074,7.1509047707561155
0075,7.1509047707561155
0076,7.1509047707561155
0077,7.1509047707561155
0078,7.1509047707561155
0079,7.1509047707561155
0080,7.1509047707561155
0081,7.1509047707561155
0082,7.1509047707561155
0083,7.1509047707561155
0084,7.1509047707561155
0085,7.1509047707561155
0086,7.1509047707561155
0087,7.1509047707561155
0088,7.1509047707561155
0089,7.1571068957870025
0090,7.1571068957870025
0091,7.159192082344947
0092,7.159192082344947
0093,7.159192082344947
0094,7.159192082344947
0095,7.159192082344947
0096,7.159192082344947
0097,7.159192082344947
0098,7.159192082344947
0099,7.159192082344947
0100,7.159192082344947
0101,7.159192082344947
0102,7.159192082344947
0103,7.159192082344947
0104,7.159192082344947
0105,7.1680835451569065
0106,7.1680835451569065
0107,7.1680835451569065
0108,7.1680835451569065
0109,7.1680835451569065
0110,7.1680835451569065
0111,7.1680835451569065
0112,7.194924106066222
0113,7.203781284222881
0114,7.203781284222881
0115,7.203781284222881
0116,7.203781284222881
0117,7.203781284222881
0118,7.203781284222881
0119,7.203781284222881

#  
# Start date: 20250101
# End date: 20251205
Landing page + query string,Organic Google Search impressions
/,153242
/collections/all-styles,86876
/collections/slim,73806
/collections/t-shirts,65920
/pages/about-us,65096
/collections/new-arrivals-1,50369
/collections/greyson-skinny-fit,35230
/collections/new-arrivals-tops,28804
/collections/cargo-pant,24946
/collections/skinny,24632
/pages/stockists,22250
/collections/parisian-luxe,17809
/pages/contact-us,16794
/collections/eoysale,14003
/products/greyson-coated-noir,12462
/collections/shorts-1,12035
/collections/spring-summer,9762
/en-au,9727
/collections/sale-2,9643
/collections/bootcut,8616
/collections/brando-slim-fit,8330
/collections/shirts,7905
/collections/velvet,7876
/products/greyson-noir,7501
/collections/sale-tops,6951
/collections/ss23,6616
/products/brando-noir,6587
/products/deniro-noir,6478
/collections/denim,6320
/products/brando-parisian-luxe-navy,5224
/products/brando-tinted-indigo,4138
/en-ca,4019
/en-gb,3816
/pages/shipping-returns,3728
/pages/govx-id-military-discount,3655
/collections/dean-denim-jacket,3557
