# ----------------------------------------
# Traffic acquisition: Session primary channel group (Default Channel Group)
# Account: MONFRERE
# Property: MONFRERE
# ----------------------------------------
# 
# All Users
# Start date: 20250101
# End date: 20251212
Session primary channel group (Default Channel Group),Week,Sessions,Engaged sessions,Engagement rate,Average engagement time per session,Events per session,Event count,Key events,Session key event rate,Total revenue
Organic Search,29,268,254,0.9477611940298507,55.61940298507463,14.059701492537313,3768,11,0.041044776119402986,2777.26
Organic Search,12,266,246,0.924812030075188,59.74812030075188,16.992481203007518,4520,4,0.015037593984962405,1180.67
Organic Search,13,266,234,0.8796992481203008,57.462406015037594,14.214285714285714,3781,0,0,0
Email,24,265,232,0.8754716981132076,45.5622641509434,10.464150943396227,2773,10,0.03773584905660377,2084.48
Email,32,264,247,0.9356060606060606,37.05681818181818,10.583333333333334,2794,14,0.05303030303030303,3685.85
Organic Search,07,264,247,0.9356060606060606,42.83712121212121,18.450757575757574,4871,10,0.03787878787878788,3122.622927
Organic Search,39,263,180,0.6844106463878327,59.3574144486692,14.095057034220533,3707,8,0.026615969581749048,1114.79
Paid Search,02,261,252,0.9655172413793104,83.83141762452107,31.82758620689655,8307,7,0.02681992337164751,1777.37
Organic Search,19,260,239,0.9192307692307692,53.32692307692308,14.838461538461539,3858,12,0.046153846153846156,4863.836039
Email,03,258,247,0.9573643410852714,59.06976744186046,20.073643410852714,5179,3,0.011627906976744186,1699.2
Organic Search,33,258,244,0.9457364341085271,51.53488372093023,13.275193798449612,3425,6,0.023255813953488372,979.84
Paid Search,16,256,227,0.88671875,62.421875,16.1484375,4134,3,0.01171875,855.4
Referral,20,256,237,0.92578125,8.8515625,4.53125,1160,1,0.00390625,400.25
Email,44,254,158,0.6220472440944882,43.39370078740158,12.850393700787402,3264,8,0.027559055118110236,4577.61
